level,object_id,campaign_id,day_ET,spend,impressions,link_clicks,CPM,link_CTR_pct,link_CPC,completed,new_acquisitions,completed_CPL,observed_sessions,observed_starts,measurement_flags
AD SET,120250540493670660,120250540492410660,2026-08-18,76.32,2165,23,35.25,1.062,3.32,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-08-28,68.84,2421,25,28.43,1.033,2.75,7,5,9.83,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-08-29,58.37,2444,15,23.88,0.614,3.89,3,3,19.46,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-08-30,95.69,4203,27,22.77,0.642,3.54,3,3,31.9,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-08-31,80.18,3184,30,25.18,0.942,2.67,7,6,11.45,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-01,79.69,3116,26,25.57,0.834,3.06,4,4,19.92,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-02,73.24,2688,26,27.25,0.967,2.82,1,1,73.24,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-03,152.83,6784,65,22.53,0.958,2.35,9,9,16.98,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-04,104.24,4196,35,24.84,0.834,2.98,2,1,52.12,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-05,115.96,4642,44,24.98,0.948,2.64,6,6,19.33,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-06,154.13,6646,51,23.19,0.767,3.02,6,6,25.69,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-07,135.79,5647,60,24.05,1.063,2.26,9,9,15.09,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-08,121.89,4752,36,25.65,0.758,3.39,5,5,24.38,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-09,111.02,3297,34,33.67,1.031,3.27,2,2,55.51,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-10,120.07,3531,42,34.0,1.189,2.86,5,5,24.01,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-11,113.8,3507,33,32.45,0.941,3.45,6,6,18.97,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-12,114.98,4049,38,28.4,0.939,3.03,4,4,28.75,9,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-13,137.56,4451,35,30.91,0.786,3.93,6,5,22.93,34,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-14,148.37,3949,43,37.57,1.089,3.45,6,6,24.73,37,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-15,127.88,3394,36,37.68,1.061,3.55,5,5,25.58,37,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-16,125.26,3205,46,39.08,1.435,2.72,7,7,17.89,39,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-17,106.93,3163,31,33.81,0.98,3.45,6,6,17.82,33,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250682685570660,120250540492410660,2026-09-18,119.15,4315,38,27.61,0.881,3.14,3,3,39.72,36,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602165650660,120250602165530660,2026-08-13,12.4,315,2,39.37,0.635,6.2,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602165650660,120250602165530660,2026-08-14,55.26,1102,6,50.15,0.544,9.21,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602441660660,120250602165530660,2026-08-13,13.0,477,7,27.25,1.468,1.86,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602441660660,120250602165530660,2026-08-14,248.53,7538,91,32.97,1.207,2.73,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602441660660,120250602165530660,2026-08-15,190.73,4394,36,43.41,0.819,5.3,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602442330660,120250602165530660,2026-08-13,12.06,484,5,24.92,1.033,2.41,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250602442330660,120250602165530660,2026-08-14,71.94,1943,17,37.03,0.875,4.23,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250636360410660,120250602165530660,2026-08-15,29.62,1289,21,22.98,1.629,1.41,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-15,21.13,658,7,32.11,1.064,3.02,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-16,141.17,3000,20,47.06,0.667,7.06,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-17,115.9,3001,23,38.62,0.766,5.04,3,3,38.63,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-18,69.92,1266,8,55.23,0.632,8.74,1,1,69.92,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-19,91.69,1570,15,58.4,0.955,6.11,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-20,40.43,967,4,41.81,0.414,10.11,1,1,40.43,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-21,28.14,458,4,61.44,0.873,7.04,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-22,16.56,378,2,43.81,0.529,8.28,1,1,16.56,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-23,36.02,712,6,50.59,0.843,6.0,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-24,29.75,678,7,43.88,1.032,4.25,1,1,29.75,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-25,25.34,755,2,33.56,0.265,12.67,1,1,25.34,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-26,24.09,645,3,37.35,0.465,8.03,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-27,23.74,444,5,53.47,1.126,4.75,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-28,17.47,400,4,43.67,1.0,4.37,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-29,13.05,361,1,36.15,0.277,13.05,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-30,27.09,780,3,34.73,0.385,9.03,1,1,27.09,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-08-31,25.52,699,6,36.51,0.858,4.25,3,3,8.51,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-01,20.43,668,4,30.58,0.599,5.11,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-02,23.53,545,5,43.17,0.917,4.71,1,1,23.53,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-03,41.25,1101,3,37.47,0.272,13.75,1,1,41.25,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-04,34.14,783,2,43.6,0.255,17.07,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-05,28.91,712,3,40.6,0.421,9.64,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-06,45.85,1070,7,42.85,0.654,6.55,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-07,38.96,938,11,41.54,1.173,3.54,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-08,36.19,958,6,37.78,0.626,6.03,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696360660,120250602165530660,2026-09-09,1.58,41,0,38.54,0.0,,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-15,20.93,846,8,24.74,0.946,2.62,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-16,162.43,3764,35,43.15,0.93,4.64,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-17,69.47,1363,19,50.97,1.394,3.66,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-18,117.25,2641,25,44.4,0.947,4.69,2,2,58.62,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-19,91.43,1823,17,50.15,0.933,5.38,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-20,49.62,1149,10,43.19,0.87,4.96,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-21,59.08,939,11,62.92,1.171,5.37,1,1,59.08,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-22,31.47,612,2,51.42,0.327,15.73,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-23,60.55,1206,15,50.21,1.244,4.04,1,1,60.55,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-24,53.98,1172,5,46.06,0.427,10.8,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-25,50.48,878,2,57.49,0.228,25.24,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-26,42.81,808,3,52.98,0.371,14.27,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-27,46.24,621,4,74.46,0.644,11.56,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-28,41.26,562,3,73.42,0.534,13.75,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-29,27.46,520,3,52.81,0.577,9.15,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-30,50.98,899,7,56.71,0.779,7.28,1,1,50.98,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-08-31,49.91,1126,5,44.33,0.444,9.98,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-01,46.43,671,4,69.2,0.596,11.61,2,2,23.21,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-02,36.76,649,4,56.64,0.616,9.19,1,1,36.76,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-03,35.22,736,4,47.85,0.543,8.8,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-04,28.93,601,3,48.14,0.499,9.64,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-05,31.54,541,5,58.3,0.924,6.31,1,1,31.54,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-06,51.15,766,5,66.78,0.653,10.23,1,1,51.15,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-07,37.54,582,3,64.5,0.515,12.51,1,1,37.54,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
AD SET,120250639696880660,120250602165530660,2026-09-08,36.49,713,6,51.18,0.842,6.08,0,0,,,,Sessions beforeSep12 unavailable; Sep12 partial; property/retained starts unavailable; outcomes use occurrence day and exact stored IDs.
